Container stores 10000 shapes:
Parallelepiped: a = 9, b = 1, c = 6; Density = 1; SurfaceArea = 138.0
Tetrahedron: a = 23; Density = 29; SurfaceArea = 916.2548772039361
Tetrahedron: a = 5; Density = 20; SurfaceArea = 43.30127018922193
Parallelepiped: a = 1, b = 11, c = 15; Density = 10; SurfaceArea = 382.0
Sphere: r = 7; Density = 7; SurfaceArea = 615.7521601035994
Tetrahedron: a = 30; Density = 1; SurfaceArea = 1558.8457268119894
Tetrahedron: a = 27; Density = 14; SurfaceArea = 1262.6650387177115
Sphere: r = 16; Density = 7; SurfaceArea = 3216.990877275948
Tetrahedron: a = 17; Density = 6; SurfaceArea = 500.5626833874055
Tetrahedron: a = 27; Density = 23; SurfaceArea = 1262.6650387177115
Tetrahedron: a = 19; Density = 26; SurfaceArea = 625.2703415323647
Sphere: r = 25; Density = 24; SurfaceArea = 7853.981633974483
Parallelepiped: a = 19, b = 19, c = 24; Density = 2; SurfaceArea = 2546.0
Tetrahedron: a = 12; Density = 19; SurfaceArea = 249.4153162899183
Sphere: r = 1; Density = 4; SurfaceArea = 12.566370614359172
Parallelepiped: a = 1, b = 2, c = 26; Density = 23; SurfaceArea = 160.0
Sphere: r = 25; Density = 14; SurfaceArea = 7853.981633974483
Parallelepiped: a = 9, b = 3, c = 13; Density = 1; SurfaceArea = 366.0
Parallelepiped: a = 15, b = 18, c = 12; Density = 1; SurfaceArea = 1332.0
Parallelepiped: a = 27, b = 26, c = 28; Density = 23; SurfaceArea = 4372.0
Tetrahedron: a = 14; Density = 11; SurfaceArea = 339.4819582834999
Parallelepiped: a = 28, b = 23, c = 9; Density = 29; SurfaceArea = 2206.0
Tetrahedron: a = 24; Density = 8; SurfaceArea = 997.6612651596732
Parallelepiped: a = 27, b = 17, c = 11; Density = 22; SurfaceArea = 1886.0
Parallelepiped: a = 7, b = 17, c = 25; Density = 24; SurfaceArea = 1438.0
Tetrahedron: a = 17; Density = 29; SurfaceArea = 500.5626833874055
Parallelepiped: a = 23, b = 14, c = 6; Density = 15; SurfaceArea = 1088.0
Parallelepiped: a = 21, b = 2, c = 8; Density = 8; SurfaceArea = 452.0
Parallelepiped: a = 21, b = 28, c = 9; Density = 26; SurfaceArea = 2058.0
Tetrahedron: a = 30; Density = 30; SurfaceArea = 1558.8457268119894
Sphere: r = 13; Density = 29; SurfaceArea = 2123.7166338267
Sphere: r = 20; Density = 18; SurfaceArea = 5026.548245743669
Tetrahedron: a = 26; Density = 21; SurfaceArea = 1170.866345916561
Parallelepiped: a = 4, b = 24, c = 3; Density = 1; SurfaceArea = 360.0
Tetrahedron: a = 22; Density = 6; SurfaceArea = 838.3125908633366
Sphere: r = 16; Density = 14; SurfaceArea = 3216.990877275948
Parallelepiped: a = 15, b = 29, c = 28; Density = 30; SurfaceArea = 3334.0
Sphere: r = 15; Density = 28; SurfaceArea = 2827.4333882308138
Sphere: r = 30; Density = 28; SurfaceArea = 11309.733552923255
Tetrahedron: a = 7; Density = 3; SurfaceArea = 84.87048957087498
Tetrahedron: a = 25; Density = 3; SurfaceArea = 1082.5317547305483
Parallelepiped: a = 7, b = 28, c = 26; Density = 29; SurfaceArea = 2212.0
Tetrahedron: a = 28; Density = 4; SurfaceArea = 1357.9278331339997
Sphere: r = 7; Density = 2; SurfaceArea = 615.7521601035994
Parallelepiped: a = 15, b = 16, c = 25; Density = 14; SurfaceArea = 2030.0
Tetrahedron: a = 5; Density = 18; SurfaceArea = 43.30127018922193
Tetrahedron: a = 23; Density = 18; SurfaceArea = 916.2548772039361
Sphere: r = 7; Density = 12; SurfaceArea = 615.7521601035994
Parallelepiped: a = 9, b = 21, c = 11; Density = 21; SurfaceArea = 1038.0
Parallelepiped: a = 22, b = 1, c = 9; Density = 18; SurfaceArea = 458.0
Parallelepiped: a = 17, b = 19, c = 15; Density = 11; SurfaceArea = 1726.0
Tetrahedron: a = 17; Density = 20; SurfaceArea = 500.5626833874055
Parallelepiped: a = 20, b = 18, c = 6; Density = 16; SurfaceArea = 1176.0
Tetrahedron: a = 16; Density = 21; SurfaceArea = 443.40500673763256
Tetrahedron: a = 7; Density = 14; SurfaceArea = 84.87048957087498
Sphere: r = 24; Density = 27; SurfaceArea = 7238.229473870883
Sphere: r = 15; Density = 21; SurfaceArea = 2827.4333882308138
Tetrahedron: a = 4; Density = 19; SurfaceArea = 27.712812921102035
Parallelepiped: a = 14, b = 8, c = 24; Density = 20; SurfaceArea = 1280.0
Tetrahedron: a = 14; Density = 10; SurfaceArea = 339.4819582834999
Parallelepiped: a = 21, b = 19, c = 28; Density = 13; SurfaceArea = 3038.0
Parallelepiped: a = 14, b = 30, c = 9; Density = 30; SurfaceArea = 1632.0
Parallelepiped: a = 24, b = 30, c = 14; Density = 24; SurfaceArea = 2952.0
Sphere: r = 28; Density = 20; SurfaceArea = 9852.03456165759
Tetrahedron: a = 10; Density = 14; SurfaceArea = 173.20508075688772
Tetrahedron: a = 13; Density = 16; SurfaceArea = 292.71658647914023
Tetrahedron: a = 12; Density = 30; SurfaceArea = 249.4153162899183
Tetrahedron: a = 28; Density = 12; SurfaceArea = 1357.9278331339997
Sphere: r = 8; Density = 5; SurfaceArea = 804.247719318987
Tetrahedron: a = 3; Density = 25; SurfaceArea = 15.588457268119894
Sphere: r = 8; Density = 1; SurfaceArea = 804.247719318987
Parallelepiped: a = 26, b = 11, c = 5; Density = 7; SurfaceArea = 942.0
Tetrahedron: a = 12; Density = 6; SurfaceArea = 249.4153162899183
Tetrahedron: a = 26; Density = 18; SurfaceArea = 1170.866345916561
Tetrahedron: a = 17; Density = 4; SurfaceArea = 500.5626833874055
Sphere: r = 12; Density = 13; SurfaceArea = 1809.5573684677208
Tetrahedron: a = 5; Density = 2; SurfaceArea = 43.30127018922193
Tetrahedron: a = 1; Density = 7; SurfaceArea = 1.7320508075688772
Tetrahedron: a = 11; Density = 18; SurfaceArea = 209.57814771583415
Sphere: r = 22; Density = 16; SurfaceArea = 6082.12337734984
Tetrahedron: a = 14; Density = 24; SurfaceArea = 339.4819582834999
Tetrahedron: a = 8; Density = 26; SurfaceArea = 110.85125168440814
Tetrahedron: a = 18; Density = 17; SurfaceArea = 561.1844616523163
Tetrahedron: a = 19; Density = 17; SurfaceArea = 625.2703415323647
Parallelepiped: a = 15, b = 9, c = 2; Density = 15; SurfaceArea = 366.0
Tetrahedron: a = 16; Density = 6; SurfaceArea = 443.40500673763256
Sphere: r = 23; Density = 30; SurfaceArea = 6647.610054996002
Parallelepiped: a = 18, b = 20, c = 25; Density = 5; SurfaceArea = 2620.0
Parallelepiped: a = 6, b = 13, c = 13; Density = 18; SurfaceArea = 650.0
Parallelepiped: a = 4, b = 6, c = 16; Density = 30; SurfaceArea = 368.0
Parallelepiped: a = 2, b = 2, c = 14; Density = 30; SurfaceArea = 120.0
Sphere: r = 1; Density = 22; SurfaceArea = 12.566370614359172
Parallelepiped: a = 26, b = 7, c = 25; Density = 29; SurfaceArea = 2014.0
Parallelepiped: a = 20, b = 9, c = 5; Density = 13; SurfaceArea = 650.0
Sphere: r = 10; Density = 28; SurfaceArea = 1256.6370614359173
Parallelepiped: a = 23, b = 15, c = 29; Density = 4; SurfaceArea = 2894.0
Sphere: r = 18; Density = 16; SurfaceArea = 4071.5040790523717
Sphere: r = 17; Density = 11; SurfaceArea = 3631.681107549801
Sphere: r = 2; Density = 19; SurfaceArea = 50.26548245743669
Sphere: r = 6; Density = 17; SurfaceArea = 452.3893421169302
Sphere: r = 30; Density = 29; SurfaceArea = 11309.733552923255
Tetrahedron: a = 14; Density = 7; SurfaceArea = 339.4819582834999
Parallelepiped: a = 29, b = 18, c = 26; Density = 22; SurfaceArea = 3488.0
Parallelepiped: a = 16, b = 14, c = 20; Density = 26; SurfaceArea = 1648.0
Parallelepiped: a = 1, b = 12, c = 21; Density = 1; SurfaceArea = 570.0
Tetrahedron: a = 19; Density = 16; SurfaceArea = 625.2703415323647
Parallelepiped: a = 19, b = 6, c = 6; Density = 6; SurfaceArea = 528.0
Sphere: r = 2; Density = 11; SurfaceArea = 50.26548245743669
Tetrahedron: a = 15; Density = 19; SurfaceArea = 389.71143170299734
Tetrahedron: a = 18; Density = 21; SurfaceArea = 561.1844616523163
Parallelepiped: a = 1, b = 19, c = 6; Density = 2; SurfaceArea = 278.0
Sphere: r = 1; Density = 5; SurfaceArea = 12.566370614359172
Sphere: r = 22; Density = 26; SurfaceArea = 6082.12337734984
Sphere: r = 22; Density = 30; SurfaceArea = 6082.12337734984
Sphere: r = 11; Density = 11; SurfaceArea = 1520.53084433746
Tetrahedron: a = 10; Density = 6; SurfaceArea = 173.20508075688772
Parallelepiped: a = 21, b = 27, c = 1; Density = 11; SurfaceArea = 1230.0
Parallelepiped: a = 6, b = 29, c = 29; Density = 11; SurfaceArea = 2378.0
Tetrahedron: a = 7; Density = 14; SurfaceArea = 84.87048957087498
Sphere: r = 25; Density = 7; SurfaceArea = 7853.981633974483
Tetrahedron: a = 26; Density = 20; SurfaceArea = 1170.866345916561
Tetrahedron: a = 16; Density = 16; SurfaceArea = 443.40500673763256
Tetrahedron: a = 4; Density = 1; SurfaceArea = 27.712812921102035
Parallelepiped: a = 20, b = 8, c = 29; Density = 17; SurfaceArea = 1944.0
Sphere: r = 21; Density = 12; SurfaceArea = 5541.769440932395
Sphere: r = 1; Density = 3; SurfaceArea = 12.566370614359172
Tetrahedron: a = 22; Density = 20; SurfaceArea = 838.3125908633366
Parallelepiped: a = 3, b = 28, c = 18; Density = 22; SurfaceArea = 1284.0
Sphere: r = 24; Density = 3; SurfaceArea = 7238.229473870883
Parallelepiped: a = 9, b = 9, c = 4; Density = 26; SurfaceArea = 306.0
Sphere: r = 21; Density = 17; SurfaceArea = 5541.769440932395
Parallelepiped: a = 30, b = 10, c = 5; Density = 23; SurfaceArea = 1000.0
Sphere: r = 21; Density = 5; SurfaceArea = 5541.769440932395
Tetrahedron: a = 18; Density = 8; SurfaceArea = 561.1844616523163
Tetrahedron: a = 2; Density = 11; SurfaceArea = 6.928203230275509
Tetrahedron: a = 15; Density = 11; SurfaceArea = 389.71143170299734
Tetrahedron: a = 20; Density = 15; SurfaceArea = 692.8203230275509
Sphere: r = 4; Density = 9; SurfaceArea = 201.06192982974676
Parallelepiped: a = 16, b = 13, c = 20; Density = 30; SurfaceArea = 1576.0
Sphere: r = 9; Density = 15; SurfaceArea = 1017.8760197630929
Tetrahedron: a = 11; Density = 28; SurfaceArea = 209.57814771583415
Sphere: r = 24; Density = 14; SurfaceArea = 7238.229473870883
Tetrahedron: a = 2; Density = 7; SurfaceArea = 6.928203230275509
Sphere: r = 8; Density = 23; SurfaceArea = 804.247719318987
Sphere: r = 5; Density = 20; SurfaceArea = 314.1592653589793
Tetrahedron: a = 23; Density = 23; SurfaceArea = 916.2548772039361
Tetrahedron: a = 8; Density = 28; SurfaceArea = 110.85125168440814
Parallelepiped: a = 18, b = 18, c = 3; Density = 21; SurfaceArea = 864.0
Parallelepiped: a = 4, b = 26, c = 10; Density = 14; SurfaceArea = 808.0
Parallelepiped: a = 1, b = 30, c = 10; Density = 16; SurfaceArea = 680.0
Tetrahedron: a = 1; Density = 12; SurfaceArea = 1.7320508075688772
Sphere: r = 5; Density = 25; SurfaceArea = 314.1592653589793
Tetrahedron: a = 9; Density = 20; SurfaceArea = 140.29611541307906
Parallelepiped: a = 11, b = 19, c = 13; Density = 12; SurfaceArea = 1198.0
Tetrahedron: a = 6; Density = 2; SurfaceArea = 62.35382907247958
Parallelepiped: a = 10, b = 30, c = 14; Density = 6; SurfaceArea = 1720.0
Tetrahedron: a = 7; Density = 4; SurfaceArea = 84.87048957087498
Sphere: r = 2; Density = 13; SurfaceArea = 50.26548245743669
Sphere: r = 1; Density = 5; SurfaceArea = 12.566370614359172
Sphere: r = 5; Density = 10; SurfaceArea = 314.1592653589793
Parallelepiped: a = 26, b = 12, c = 2; Density = 18; SurfaceArea = 776.0
Sphere: r = 17; Density = 29; SurfaceArea = 3631.681107549801
Tetrahedron: a = 21; Density = 23; SurfaceArea = 763.8344061378748
Parallelepiped: a = 10, b = 9, c = 10; Density = 12; SurfaceArea = 560.0
Tetrahedron: a = 22; Density = 22; SurfaceArea = 838.3125908633366
Sphere: r = 13; Density = 22; SurfaceArea = 2123.7166338267
Tetrahedron: a = 19; Density = 14; SurfaceArea = 625.2703415323647
Tetrahedron: a = 22; Density = 13; SurfaceArea = 838.3125908633366
Sphere: r = 11; Density = 1; SurfaceArea = 1520.53084433746
Parallelepiped: a = 22, b = 17, c = 10; Density = 21; SurfaceArea = 1528.0
Tetrahedron: a = 18; Density = 15; SurfaceArea = 561.1844616523163
Tetrahedron: a = 28; Density = 14; SurfaceArea = 1357.9278331339997
Parallelepiped: a = 5, b = 29, c = 18; Density = 7; SurfaceArea = 1514.0
Sphere: r = 17; Density = 6; SurfaceArea = 3631.681107549801
Sphere: r = 27; Density = 13; SurfaceArea = 9160.884177867836
Tetrahedron: a = 8; Density = 8; SurfaceArea = 110.85125168440814
Sphere: r = 20; Density = 8; SurfaceArea = 5026.548245743669
Sphere: r = 10; Density = 30; SurfaceArea = 1256.6370614359173
Sphere: r = 12; Density = 16; SurfaceArea = 1809.5573684677208
Tetrahedron: a = 20; Density = 23; SurfaceArea = 692.8203230275509
Sphere: r = 2; Density = 15; SurfaceArea = 50.26548245743669
Tetrahedron: a = 27; Density = 3; SurfaceArea = 1262.6650387177115
Tetrahedron: a = 9; Density = 5; SurfaceArea = 140.29611541307906
Parallelepiped: a = 14, b = 27, c = 6; Density = 5; SurfaceArea = 1248.0
Parallelepiped: a = 22, b = 21, c = 22; Density = 30; SurfaceArea = 2816.0
Sphere: r = 9; Density = 20; SurfaceArea = 1017.8760197630929
Tetrahedron: a = 3; Density = 24; SurfaceArea = 15.588457268119894
Sphere: r = 30; Density = 3; SurfaceArea = 11309.733552923255
Parallelepiped: a = 17, b = 24, c = 29; Density = 9; SurfaceArea = 3194.0
Parallelepiped: a = 14, b = 9, c = 23; Density = 5; SurfaceArea = 1310.0
Tetrahedron: a = 28; Density = 28; SurfaceArea = 1357.9278331339997
Parallelepiped: a = 29, b = 1, c = 29; Density = 4; SurfaceArea = 1798.0
Tetrahedron: a = 10; Density = 24; SurfaceArea = 173.20508075688772
Parallelepiped: a = 16, b = 23, c = 21; Density = 2; SurfaceArea = 2374.0
Parallelepiped: a = 8, b = 2, c = 30; Density = 1; SurfaceArea = 632.0
Sphere: r = 26; Density = 16; SurfaceArea = 8494.8665353068
Parallelepiped: a = 21, b = 13, c = 2; Density = 20; SurfaceArea = 682.0
Sphere: r = 4; Density = 28; SurfaceArea = 201.06192982974676
Tetrahedron: a = 11; Density = 10; SurfaceArea = 209.57814771583415
Parallelepiped: a = 4, b = 7, c = 12; Density = 29; SurfaceArea = 320.0
Parallelepiped: a = 29, b = 27, c = 17; Density = 16; SurfaceArea = 3470.0
Sphere: r = 16; Density = 22; SurfaceArea = 3216.990877275948
Tetrahedron: a = 19; Density = 19; SurfaceArea = 625.2703415323647
Parallelepiped: a = 10, b = 26, c = 16; Density = 23; SurfaceArea = 1672.0
Tetrahedron: a = 4; Density = 26; SurfaceArea = 27.712812921102035
Sphere: r = 21; Density = 21; SurfaceArea = 5541.769440932395
Tetrahedron: a = 16; Density = 7; SurfaceArea = 443.40500673763256
Tetrahedron: a = 16; Density = 10; SurfaceArea = 443.40500673763256
Parallelepiped: a = 17, b = 10, c = 23; Density = 9; SurfaceArea = 1582.0
Sphere: r = 1; Density = 25; SurfaceArea = 12.566370614359172
Tetrahedron: a = 9; Density = 5; SurfaceArea = 140.29611541307906
Sphere: r = 3; Density = 13; SurfaceArea = 113.09733552923255
Sphere: r = 7; Density = 4; SurfaceArea = 615.7521601035994
Tetrahedron: a = 2; Density = 23; SurfaceArea = 6.928203230275509
Parallelepiped: a = 4, b = 21, c = 13; Density = 11; SurfaceArea = 818.0
Parallelepiped: a = 14, b = 30, c = 24; Density = 18; SurfaceArea = 2952.0
Sphere: r = 27; Density = 7; SurfaceArea = 9160.884177867836
Tetrahedron: a = 28; Density = 3; SurfaceArea = 1357.9278331339997
Parallelepiped: a = 1, b = 10, c = 18; Density = 5; SurfaceArea = 416.0
Sphere: r = 23; Density = 12; SurfaceArea = 6647.610054996002
Sphere: r = 9; Density = 28; SurfaceArea = 1017.8760197630929
Sphere: r = 27; Density = 11; SurfaceArea = 9160.884177867836
Parallelepiped: a = 13, b = 30, c = 29; Density = 1; SurfaceArea = 3274.0
Tetrahedron: a = 26; Density = 30; SurfaceArea = 1170.866345916561
Sphere: r = 13; Density = 15; SurfaceArea = 2123.7166338267
Tetrahedron: a = 24; Density = 25; SurfaceArea = 997.6612651596732
Sphere: r = 8; Density = 30; SurfaceArea = 804.247719318987
Parallelepiped: a = 2, b = 21, c = 8; Density = 8; SurfaceArea = 452.0
Sphere: r = 25; Density = 28; SurfaceArea = 7853.981633974483
Sphere: r = 22; Density = 17; SurfaceArea = 6082.12337734984
Sphere: r = 28; Density = 3; SurfaceArea = 9852.03456165759
Sphere: r = 27; Density = 5; SurfaceArea = 9160.884177867836
Parallelepiped: a = 21, b = 28, c = 1; Density = 16; SurfaceArea = 1274.0
Parallelepiped: a = 1, b = 3, c = 27; Density = 14; SurfaceArea = 222.0
Tetrahedron: a = 19; Density = 15; SurfaceArea = 625.2703415323647
Sphere: r = 2; Density = 26; SurfaceArea = 50.26548245743669
Parallelepiped: a = 17, b = 16, c = 7; Density = 23; SurfaceArea = 1006.0
Tetrahedron: a = 9; Density = 14; SurfaceArea = 140.29611541307906
Sphere: r = 13; Density = 14; SurfaceArea = 2123.7166338267
Parallelepiped: a = 7, b = 22, c = 16; Density = 15; SurfaceArea = 1236.0
Tetrahedron: a = 10; Density = 7; SurfaceArea = 173.20508075688772
Sphere: r = 25; Density = 16; SurfaceArea = 7853.981633974483
Sphere: r = 1; Density = 29; SurfaceArea = 12.566370614359172
Sphere: r = 6; Density = 23; SurfaceArea = 452.3893421169302
Tetrahedron: a = 13; Density = 21; SurfaceArea = 292.71658647914023
Sphere: r = 19; Density = 14; SurfaceArea = 4536.459791783661
Sphere: r = 14; Density = 8; SurfaceArea = 2463.0086404143976
Sphere: r = 9; Density = 25; SurfaceArea = 1017.8760197630929
Parallelepiped: a = 9, b = 17, c = 10; Density = 14; SurfaceArea = 826.0
Sphere: r = 6; Density = 13; SurfaceArea = 452.3893421169302
Tetrahedron: a = 9; Density = 2; SurfaceArea = 140.29611541307906
Sphere: r = 16; Density = 3; SurfaceArea = 3216.990877275948
Parallelepiped: a = 3, b = 24, c = 17; Density = 29; SurfaceArea = 1062.0
Parallelepiped: a = 12, b = 21, c = 26; Density = 17; SurfaceArea = 2220.0
Tetrahedron: a = 10; Density = 25; SurfaceArea = 173.20508075688772
Tetrahedron: a = 15; Density = 9; SurfaceArea = 389.71143170299734
Tetrahedron: a = 22; Density = 25; SurfaceArea = 838.3125908633366
Parallelepiped: a = 11, b = 12, c = 13; Density = 1; SurfaceArea = 862.0
Parallelepiped: a = 22, b = 5, c = 12; Density = 26; SurfaceArea = 868.0
Parallelepiped: a = 27, b = 14, c = 10; Density = 22; SurfaceArea = 1576.0
Sphere: r = 11; Density = 11; SurfaceArea = 1520.53084433746
Parallelepiped: a = 26, b = 5, c = 19; Density = 6; SurfaceArea = 1438.0
Tetrahedron: a = 2; Density = 16; SurfaceArea = 6.928203230275509
Parallelepiped: a = 3, b = 6, c = 23; Density = 26; SurfaceArea = 450.0
Sphere: r = 26; Density = 22; SurfaceArea = 8494.8665353068
Parallelepiped: a = 2, b = 14, c = 10; Density = 30; SurfaceArea = 376.0
Tetrahedron: a = 4; Density = 9; SurfaceArea = 27.712812921102035
Parallelepiped: a = 25, b = 18, c = 13; Density = 28; SurfaceArea = 2018.0
Parallelepiped: a = 15, b = 22, c = 8; Density = 7; SurfaceArea = 1252.0
Tetrahedron: a = 4; Density = 4; SurfaceArea = 27.712812921102035
Parallelepiped: a = 10, b = 5, c = 10; Density = 3; SurfaceArea = 400.0
Tetrahedron: a = 19; Density = 3; SurfaceArea = 625.2703415323647
Tetrahedron: a = 19; Density = 25; SurfaceArea = 625.2703415323647
Sphere: r = 18; Density = 24; SurfaceArea = 4071.5040790523717
Tetrahedron: a = 19; Density = 18; SurfaceArea = 625.2703415323647
Parallelepiped: a = 25, b = 11, c = 8; Density = 24; SurfaceArea = 1126.0
Sphere: r = 19; Density = 26; SurfaceArea = 4536.459791783661
Tetrahedron: a = 3; Density = 8; SurfaceArea = 15.588457268119894
Tetrahedron: a = 30; Density = 22; SurfaceArea = 1558.8457268119894
Sphere: r = 7; Density = 18; SurfaceArea = 615.7521601035994
Parallelepiped: a = 12, b = 13, c = 10; Density = 27; SurfaceArea = 812.0
Sphere: r = 22; Density = 26; SurfaceArea = 6082.12337734984
Tetrahedron: a = 1; Density = 6; SurfaceArea = 1.7320508075688772
Sphere: r = 27; Density = 4; SurfaceArea = 9160.884177867836
Tetrahedron: a = 2; Density = 29; SurfaceArea = 6.928203230275509
Parallelepiped: a = 25, b = 6, c = 13; Density = 22; SurfaceArea = 1106.0
Sphere: r = 6; Density = 24; SurfaceArea = 452.3893421169302
Tetrahedron: a = 15; Density = 15; SurfaceArea = 389.71143170299734
Tetrahedron: a = 26; Density = 2; SurfaceArea = 1170.866345916561
Parallelepiped: a = 26, b = 19, c = 16; Density = 7; SurfaceArea = 2428.0
Parallelepiped: a = 29, b = 22, c = 3; Density = 17; SurfaceArea = 1582.0
Parallelepiped: a = 1, b = 9, c = 23; Density = 17; SurfaceArea = 478.0
Parallelepiped: a = 9, b = 22, c = 10; Density = 4; SurfaceArea = 1016.0
Parallelepiped: a = 21, b = 8, c = 24; Density = 1; SurfaceArea = 1728.0
Sphere: r = 7; Density = 11; SurfaceArea = 615.7521601035994
Sphere: r = 19; Density = 21; SurfaceArea = 4536.459791783661
Tetrahedron: a = 22; Density = 17; SurfaceArea = 838.3125908633366
Sphere: r = 29; Density = 5; SurfaceArea = 10568.317686676064
Sphere: r = 2; Density = 10; SurfaceArea = 50.26548245743669
Sphere: r = 13; Density = 12; SurfaceArea = 2123.7166338267
Parallelepiped: a = 19, b = 11, c = 13; Density = 16; SurfaceArea = 1198.0
Tetrahedron: a = 9; Density = 4; SurfaceArea = 140.29611541307906
Parallelepiped: a = 26, b = 2, c = 15; Density = 13; SurfaceArea = 944.0
Tetrahedron: a = 11; Density = 20; SurfaceArea = 209.57814771583415
Sphere: r = 20; Density = 18; SurfaceArea = 5026.548245743669
Parallelepiped: a = 1, b = 4, c = 7; Density = 3; SurfaceArea = 78.0
Sphere: r = 21; Density = 9; SurfaceArea = 5541.769440932395
Sphere: r = 22; Density = 1; SurfaceArea = 6082.12337734984
Tetrahedron: a = 8; Density = 18; SurfaceArea = 110.85125168440814
Sphere: r = 15; Density = 6; SurfaceArea = 2827.4333882308138
Tetrahedron: a = 8; Density = 17; SurfaceArea = 110.85125168440814
Tetrahedron: a = 13; Density = 25; SurfaceArea = 292.71658647914023
Sphere: r = 8; Density = 8; SurfaceArea = 804.247719318987
Parallelepiped: a = 7, b = 11, c = 10; Density = 3; SurfaceArea = 514.0
Parallelepiped: a = 28, b = 26, c = 2; Density = 19; SurfaceArea = 1672.0
Tetrahedron: a = 11; Density = 29; SurfaceArea = 209.57814771583415
Parallelepiped: a = 28, b = 12, c = 10; Density = 18; SurfaceArea = 1472.0
Tetrahedron: a = 30; Density = 19; SurfaceArea = 1558.8457268119894
Parallelepiped: a = 4, b = 12, c = 30; Density = 7; SurfaceArea = 1056.0
Sphere: r = 13; Density = 2; SurfaceArea = 2123.7166338267
Sphere: r = 15; Density = 6; SurfaceArea = 2827.4333882308138
Sphere: r = 24; Density = 17; SurfaceArea = 7238.229473870883
Tetrahedron: a = 18; Density = 19; SurfaceArea = 561.1844616523163
Tetrahedron: a = 23; Density = 10; SurfaceArea = 916.2548772039361
Parallelepiped: a = 14, b = 28, c = 18; Density = 15; SurfaceArea = 2296.0
Sphere: r = 19; Density = 17; SurfaceArea = 4536.459791783661
Parallelepiped: a = 28, b = 9, c = 28; Density = 8; SurfaceArea = 2576.0
Tetrahedron: a = 30; Density = 15; SurfaceArea = 1558.8457268119894
Sphere: r = 14; Density = 11; SurfaceArea = 2463.0086404143976
Tetrahedron: a = 6; Density = 2; SurfaceArea = 62.35382907247958
Parallelepiped: a = 4, b = 21, c = 22; Density = 5; SurfaceArea = 1268.0
Tetrahedron: a = 22; Density = 22; SurfaceArea = 838.3125908633366
Parallelepiped: a = 19, b = 10, c = 29; Density = 17; SurfaceArea = 2062.0
Sphere: r = 6; Density = 22; SurfaceArea = 452.3893421169302
Tetrahedron: a = 12; Density = 8; SurfaceArea = 249.4153162899183
Tetrahedron: a = 27; Density = 28; SurfaceArea = 1262.6650387177115
Parallelepiped: a = 13, b = 16, c = 14; Density = 5; SurfaceArea = 1228.0
Tetrahedron: a = 17; Density = 1; SurfaceArea = 500.5626833874055
Parallelepiped: a = 13, b = 6, c = 14; Density = 25; SurfaceArea = 688.0
Tetrahedron: a = 23; Density = 2; SurfaceArea = 916.2548772039361
Tetrahedron: a = 26; Density = 2; SurfaceArea = 1170.866345916561
Sphere: r = 14; Density = 26; SurfaceArea = 2463.0086404143976
Tetrahedron: a = 15; Density = 2; SurfaceArea = 389.71143170299734
Tetrahedron: a = 12; Density = 4; SurfaceArea = 249.4153162899183
Parallelepiped: a = 8, b = 28, c = 12; Density = 29; SurfaceArea = 1312.0
Parallelepiped: a = 28, b = 12, c = 24; Density = 16; SurfaceArea = 2592.0
Tetrahedron: a = 24; Density = 9; SurfaceArea = 997.6612651596732
Sphere: r = 21; Density = 6; SurfaceArea = 5541.769440932395
Sphere: r = 5; Density = 22; SurfaceArea = 314.1592653589793
Tetrahedron: a = 9; Density = 5; SurfaceArea = 140.29611541307906
Sphere: r = 6; Density = 30; SurfaceArea = 452.3893421169302
Parallelepiped: a = 15, b = 2, c = 2; Density = 20; SurfaceArea = 128.0
Sphere: r = 18; Density = 6; SurfaceArea = 4071.5040790523717
Parallelepiped: a = 24, b = 25, c = 17; Density = 8; SurfaceArea = 2866.0
Sphere: r = 22; Density = 6; SurfaceArea = 6082.12337734984
Sphere: r = 8; Density = 10; SurfaceArea = 804.247719318987
Parallelepiped: a = 16, b = 2, c = 1; Density = 23; SurfaceArea = 100.0
Tetrahedron: a = 13; Density = 19; SurfaceArea = 292.71658647914023
Sphere: r = 5; Density = 30; SurfaceArea = 314.1592653589793
Sphere: r = 24; Density = 27; SurfaceArea = 7238.229473870883
Sphere: r = 11; Density = 16; SurfaceArea = 1520.53084433746
Sphere: r = 20; Density = 20; SurfaceArea = 5026.548245743669
Sphere: r = 22; Density = 23; SurfaceArea = 6082.12337734984
Tetrahedron: a = 8; Density = 27; SurfaceArea = 110.85125168440814
Tetrahedron: a = 26; Density = 25; SurfaceArea = 1170.866345916561
Parallelepiped: a = 9, b = 23, c = 5; Density = 24; SurfaceArea = 734.0
Parallelepiped: a = 6, b = 8, c = 17; Density = 9; SurfaceArea = 572.0
Parallelepiped: a = 21, b = 11, c = 22; Density = 13; SurfaceArea = 1870.0
Parallelepiped: a = 22, b = 21, c = 19; Density = 6; SurfaceArea = 2558.0
Parallelepiped: a = 21, b = 26, c = 13; Density = 7; SurfaceArea = 2314.0
Tetrahedron: a = 17; Density = 5; SurfaceArea = 500.5626833874055
Sphere: r = 23; Density = 4; SurfaceArea = 6647.610054996002
Tetrahedron: a = 7; Density = 11; SurfaceArea = 84.87048957087498
Parallelepiped: a = 26, b = 25, c = 13; Density = 26; SurfaceArea = 2626.0
Parallelepiped: a = 1, b = 26, c = 9; Density = 18; SurfaceArea = 538.0
