Container stores 5000 shapes:
Parallelepiped: a = 4, b = 2, c = 22; Density = 10; SurfaceArea = 280.0
Tetrahedron: a = 5; Density = 14; SurfaceArea = 43.30127018922193
Parallelepiped: a = 4, b = 5, c = 27; Density = 12; SurfaceArea = 526.0
Sphere: r = 16; Density = 3; SurfaceArea = 3216.990877275948
Sphere: r = 17; Density = 6; SurfaceArea = 3631.681107549801
Parallelepiped: a = 13, b = 3, c = 14; Density = 14; SurfaceArea = 526.0
Sphere: r = 24; Density = 9; SurfaceArea = 7238.229473870883
Tetrahedron: a = 29; Density = 8; SurfaceArea = 1456.6547291654258
Sphere: r = 2; Density = 12; SurfaceArea = 50.26548245743669
Tetrahedron: a = 20; Density = 22; SurfaceArea = 692.8203230275509
Tetrahedron: a = 14; Density = 2; SurfaceArea = 339.4819582834999
Sphere: r = 17; Density = 22; SurfaceArea = 3631.681107549801
Tetrahedron: a = 7; Density = 6; SurfaceArea = 84.87048957087498
Parallelepiped: a = 25, b = 13, c = 7; Density = 16; SurfaceArea = 1182.0
Parallelepiped: a = 22, b = 24, c = 30; Density = 15; SurfaceArea = 3816.0
Parallelepiped: a = 25, b = 23, c = 16; Density = 22; SurfaceArea = 2686.0
Parallelepiped: a = 12, b = 19, c = 17; Density = 8; SurfaceArea = 1510.0
Tetrahedron: a = 26; Density = 6; SurfaceArea = 1170.866345916561
Tetrahedron: a = 17; Density = 4; SurfaceArea = 500.5626833874055
Parallelepiped: a = 1, b = 26, c = 22; Density = 25; SurfaceArea = 1240.0
Parallelepiped: a = 10, b = 8, c = 7; Density = 22; SurfaceArea = 412.0
Tetrahedron: a = 24; Density = 3; SurfaceArea = 997.6612651596732
Parallelepiped: a = 10, b = 11, c = 20; Density = 21; SurfaceArea = 1060.0
Tetrahedron: a = 8; Density = 25; SurfaceArea = 110.85125168440814
Tetrahedron: a = 26; Density = 24; SurfaceArea = 1170.866345916561
Parallelepiped: a = 30, b = 15, c = 5; Density = 5; SurfaceArea = 1350.0
Tetrahedron: a = 16; Density = 20; SurfaceArea = 443.40500673763256
Sphere: r = 10; Density = 2; SurfaceArea = 1256.6370614359173
Sphere: r = 19; Density = 7; SurfaceArea = 4536.459791783661
Parallelepiped: a = 27, b = 14, c = 30; Density = 16; SurfaceArea = 3216.0
Tetrahedron: a = 7; Density = 24; SurfaceArea = 84.87048957087498
Parallelepiped: a = 7, b = 22, c = 7; Density = 21; SurfaceArea = 714.0
Parallelepiped: a = 27, b = 27, c = 30; Density = 2; SurfaceArea = 4698.0
Parallelepiped: a = 4, b = 25, c = 5; Density = 25; SurfaceArea = 490.0
Tetrahedron: a = 12; Density = 29; SurfaceArea = 249.4153162899183
Parallelepiped: a = 29, b = 18, c = 28; Density = 19; SurfaceArea = 3676.0
Sphere: r = 23; Density = 23; SurfaceArea = 6647.610054996002
Parallelepiped: a = 20, b = 9, c = 24; Density = 8; SurfaceArea = 1752.0
Sphere: r = 27; Density = 30; SurfaceArea = 9160.884177867836
Sphere: r = 26; Density = 27; SurfaceArea = 8494.8665353068
Sphere: r = 1; Density = 24; SurfaceArea = 12.566370614359172
Tetrahedron: a = 19; Density = 20; SurfaceArea = 625.2703415323647
Sphere: r = 29; Density = 24; SurfaceArea = 10568.317686676064
Sphere: r = 20; Density = 6; SurfaceArea = 5026.548245743669
Sphere: r = 30; Density = 4; SurfaceArea = 11309.733552923255
Parallelepiped: a = 19, b = 2, c = 25; Density = 14; SurfaceArea = 1126.0
Tetrahedron: a = 16; Density = 3; SurfaceArea = 443.40500673763256
Parallelepiped: a = 2, b = 21, c = 8; Density = 25; SurfaceArea = 452.0
Parallelepiped: a = 15, b = 12, c = 6; Density = 22; SurfaceArea = 684.0
Parallelepiped: a = 6, b = 28, c = 26; Density = 14; SurfaceArea = 2104.0
Sphere: r = 2; Density = 6; SurfaceArea = 50.26548245743669
Parallelepiped: a = 21, b = 15, c = 21; Density = 14; SurfaceArea = 2142.0
Parallelepiped: a = 30, b = 6, c = 24; Density = 4; SurfaceArea = 2088.0
Sphere: r = 29; Density = 25; SurfaceArea = 10568.317686676064
Tetrahedron: a = 24; Density = 27; SurfaceArea = 997.6612651596732
Sphere: r = 10; Density = 14; SurfaceArea = 1256.6370614359173
Sphere: r = 14; Density = 14; SurfaceArea = 2463.0086404143976
Tetrahedron: a = 21; Density = 20; SurfaceArea = 763.8344061378748
Tetrahedron: a = 17; Density = 28; SurfaceArea = 500.5626833874055
Sphere: r = 11; Density = 6; SurfaceArea = 1520.53084433746
Parallelepiped: a = 30, b = 1, c = 13; Density = 5; SurfaceArea = 866.0
Sphere: r = 15; Density = 4; SurfaceArea = 2827.4333882308138
Sphere: r = 25; Density = 12; SurfaceArea = 7853.981633974483
Tetrahedron: a = 18; Density = 10; SurfaceArea = 561.1844616523163
Tetrahedron: a = 19; Density = 25; SurfaceArea = 625.2703415323647
Parallelepiped: a = 22, b = 27, c = 8; Density = 27; SurfaceArea = 1972.0
Parallelepiped: a = 2, b = 3, c = 2; Density = 8; SurfaceArea = 32.0
Parallelepiped: a = 27, b = 6, c = 4; Density = 6; SurfaceArea = 588.0
Tetrahedron: a = 7; Density = 8; SurfaceArea = 84.87048957087498
Tetrahedron: a = 16; Density = 20; SurfaceArea = 443.40500673763256
Parallelepiped: a = 9, b = 4, c = 1; Density = 21; SurfaceArea = 98.0
Tetrahedron: a = 28; Density = 28; SurfaceArea = 1357.9278331339997
Tetrahedron: a = 3; Density = 26; SurfaceArea = 15.588457268119894
Tetrahedron: a = 29; Density = 22; SurfaceArea = 1456.6547291654258
Parallelepiped: a = 27, b = 10, c = 11; Density = 14; SurfaceArea = 1354.0
Sphere: r = 20; Density = 14; SurfaceArea = 5026.548245743669
Parallelepiped: a = 25, b = 6, c = 26; Density = 2; SurfaceArea = 1912.0
Parallelepiped: a = 15, b = 12, c = 12; Density = 4; SurfaceArea = 1008.0
Sphere: r = 25; Density = 2; SurfaceArea = 7853.981633974483
Tetrahedron: a = 27; Density = 4; SurfaceArea = 1262.6650387177115
Tetrahedron: a = 5; Density = 7; SurfaceArea = 43.30127018922193
Tetrahedron: a = 23; Density = 21; SurfaceArea = 916.2548772039361
Sphere: r = 12; Density = 21; SurfaceArea = 1809.5573684677208
Sphere: r = 19; Density = 18; SurfaceArea = 4536.459791783661
Sphere: r = 29; Density = 30; SurfaceArea = 10568.317686676064
Parallelepiped: a = 28, b = 20, c = 2; Density = 2; SurfaceArea = 1312.0
Parallelepiped: a = 28, b = 2, c = 6; Density = 17; SurfaceArea = 472.0
Parallelepiped: a = 29, b = 21, c = 20; Density = 10; SurfaceArea = 3218.0
Parallelepiped: a = 12, b = 27, c = 15; Density = 12; SurfaceArea = 1818.0
Sphere: r = 23; Density = 16; SurfaceArea = 6647.610054996002
Sphere: r = 7; Density = 17; SurfaceArea = 615.7521601035994
Tetrahedron: a = 18; Density = 29; SurfaceArea = 561.1844616523163
Parallelepiped: a = 21, b = 28, c = 24; Density = 19; SurfaceArea = 3528.0
Sphere: r = 16; Density = 9; SurfaceArea = 3216.990877275948
Tetrahedron: a = 5; Density = 7; SurfaceArea = 43.30127018922193
Tetrahedron: a = 16; Density = 22; SurfaceArea = 443.40500673763256
Sphere: r = 4; Density = 11; SurfaceArea = 201.06192982974676
Parallelepiped: a = 10, b = 7, c = 25; Density = 6; SurfaceArea = 990.0
Sphere: r = 7; Density = 5; SurfaceArea = 615.7521601035994
Sphere: r = 9; Density = 18; SurfaceArea = 1017.8760197630929
Sphere: r = 30; Density = 2; SurfaceArea = 11309.733552923255
Sphere: r = 17; Density = 24; SurfaceArea = 3631.681107549801
Tetrahedron: a = 29; Density = 9; SurfaceArea = 1456.6547291654258
Parallelepiped: a = 6, b = 17, c = 18; Density = 4; SurfaceArea = 1032.0
Tetrahedron: a = 9; Density = 30; SurfaceArea = 140.29611541307906
Parallelepiped: a = 12, b = 16, c = 6; Density = 25; SurfaceArea = 720.0
Sphere: r = 5; Density = 13; SurfaceArea = 314.1592653589793
Tetrahedron: a = 17; Density = 24; SurfaceArea = 500.5626833874055
Tetrahedron: a = 28; Density = 17; SurfaceArea = 1357.9278331339997
Sphere: r = 20; Density = 15; SurfaceArea = 5026.548245743669
Sphere: r = 21; Density = 15; SurfaceArea = 5541.769440932395
Sphere: r = 10; Density = 21; SurfaceArea = 1256.6370614359173
Parallelepiped: a = 11, b = 6, c = 25; Density = 11; SurfaceArea = 982.0
Parallelepiped: a = 18, b = 2, c = 24; Density = 14; SurfaceArea = 1032.0
Sphere: r = 27; Density = 19; SurfaceArea = 9160.884177867836
Tetrahedron: a = 27; Density = 21; SurfaceArea = 1262.6650387177115
Parallelepiped: a = 16, b = 17, c = 13; Density = 20; SurfaceArea = 1402.0
Sphere: r = 21; Density = 15; SurfaceArea = 5541.769440932395
Parallelepiped: a = 17, b = 3, c = 10; Density = 25; SurfaceArea = 502.0
Parallelepiped: a = 14, b = 12, c = 3; Density = 14; SurfaceArea = 492.0
Tetrahedron: a = 22; Density = 5; SurfaceArea = 838.3125908633366
Sphere: r = 19; Density = 16; SurfaceArea = 4536.459791783661
Sphere: r = 27; Density = 17; SurfaceArea = 9160.884177867836
Tetrahedron: a = 7; Density = 5; SurfaceArea = 84.87048957087498
Sphere: r = 22; Density = 24; SurfaceArea = 6082.12337734984
Sphere: r = 23; Density = 10; SurfaceArea = 6647.610054996002
Tetrahedron: a = 22; Density = 16; SurfaceArea = 838.3125908633366
Parallelepiped: a = 1, b = 24, c = 25; Density = 20; SurfaceArea = 1298.0
Parallelepiped: a = 11, b = 23, c = 11; Density = 2; SurfaceArea = 1254.0
Parallelepiped: a = 25, b = 16, c = 19; Density = 9; SurfaceArea = 2358.0
Tetrahedron: a = 4; Density = 8; SurfaceArea = 27.712812921102035
Parallelepiped: a = 5, b = 17, c = 25; Density = 15; SurfaceArea = 1270.0
Parallelepiped: a = 18, b = 7, c = 10; Density = 1; SurfaceArea = 752.0
Tetrahedron: a = 24; Density = 29; SurfaceArea = 997.6612651596732
Sphere: r = 11; Density = 25; SurfaceArea = 1520.53084433746
Parallelepiped: a = 22, b = 19, c = 17; Density = 26; SurfaceArea = 2230.0
Parallelepiped: a = 21, b = 4, c = 22; Density = 2; SurfaceArea = 1268.0
Tetrahedron: a = 27; Density = 18; SurfaceArea = 1262.6650387177115
Parallelepiped: a = 9, b = 4, c = 4; Density = 23; SurfaceArea = 176.0
Parallelepiped: a = 9, b = 5, c = 28; Density = 12; SurfaceArea = 874.0
Sphere: r = 3; Density = 5; SurfaceArea = 113.09733552923255
Parallelepiped: a = 19, b = 26, c = 19; Density = 11; SurfaceArea = 2698.0
Tetrahedron: a = 9; Density = 22; SurfaceArea = 140.29611541307906
Parallelepiped: a = 30, b = 30, c = 5; Density = 1; SurfaceArea = 2400.0
Sphere: r = 15; Density = 19; SurfaceArea = 2827.4333882308138
Sphere: r = 26; Density = 2; SurfaceArea = 8494.8665353068
Parallelepiped: a = 19, b = 14, c = 7; Density = 19; SurfaceArea = 994.0
Tetrahedron: a = 8; Density = 28; SurfaceArea = 110.85125168440814
Parallelepiped: a = 2, b = 22, c = 29; Density = 10; SurfaceArea = 1480.0
Tetrahedron: a = 3; Density = 19; SurfaceArea = 15.588457268119894
Tetrahedron: a = 2; Density = 28; SurfaceArea = 6.928203230275509
Tetrahedron: a = 14; Density = 23; SurfaceArea = 339.4819582834999
Parallelepiped: a = 8, b = 11, c = 2; Density = 14; SurfaceArea = 252.0
Parallelepiped: a = 25, b = 7, c = 3; Density = 30; SurfaceArea = 542.0
Tetrahedron: a = 11; Density = 5; SurfaceArea = 209.57814771583415
Sphere: r = 22; Density = 13; SurfaceArea = 6082.12337734984
Sphere: r = 23; Density = 3; SurfaceArea = 6647.610054996002
Parallelepiped: a = 3, b = 4, c = 5; Density = 14; SurfaceArea = 94.0
Tetrahedron: a = 19; Density = 21; SurfaceArea = 625.2703415323647
Tetrahedron: a = 6; Density = 6; SurfaceArea = 62.35382907247958
Tetrahedron: a = 4; Density = 23; SurfaceArea = 27.712812921102035
Sphere: r = 11; Density = 1; SurfaceArea = 1520.53084433746
Tetrahedron: a = 10; Density = 4; SurfaceArea = 173.20508075688772
Tetrahedron: a = 20; Density = 5; SurfaceArea = 692.8203230275509
Sphere: r = 13; Density = 17; SurfaceArea = 2123.7166338267
Sphere: r = 4; Density = 10; SurfaceArea = 201.06192982974676
Parallelepiped: a = 22, b = 22, c = 20; Density = 10; SurfaceArea = 2728.0
Tetrahedron: a = 26; Density = 25; SurfaceArea = 1170.866345916561
Parallelepiped: a = 20, b = 14, c = 22; Density = 9; SurfaceArea = 2056.0
Sphere: r = 25; Density = 10; SurfaceArea = 7853.981633974483
Sphere: r = 14; Density = 21; SurfaceArea = 2463.0086404143976
Parallelepiped: a = 4, b = 30, c = 30; Density = 26; SurfaceArea = 2280.0
Parallelepiped: a = 25, b = 15, c = 27; Density = 25; SurfaceArea = 2910.0
Parallelepiped: a = 10, b = 2, c = 15; Density = 15; SurfaceArea = 400.0
Tetrahedron: a = 21; Density = 21; SurfaceArea = 763.8344061378748
Sphere: r = 12; Density = 3; SurfaceArea = 1809.5573684677208
Sphere: r = 11; Density = 17; SurfaceArea = 1520.53084433746
Sphere: r = 10; Density = 12; SurfaceArea = 1256.6370614359173
Sphere: r = 21; Density = 1; SurfaceArea = 5541.769440932395
Parallelepiped: a = 23, b = 28, c = 25; Density = 24; SurfaceArea = 3838.0
Tetrahedron: a = 15; Density = 14; SurfaceArea = 389.71143170299734
Parallelepiped: a = 26, b = 1, c = 5; Density = 18; SurfaceArea = 322.0
Tetrahedron: a = 19; Density = 20; SurfaceArea = 625.2703415323647
Tetrahedron: a = 26; Density = 26; SurfaceArea = 1170.866345916561
Sphere: r = 16; Density = 9; SurfaceArea = 3216.990877275948
Parallelepiped: a = 4, b = 29, c = 14; Density = 12; SurfaceArea = 1156.0
Tetrahedron: a = 9; Density = 1; SurfaceArea = 140.29611541307906
Sphere: r = 16; Density = 26; SurfaceArea = 3216.990877275948
Tetrahedron: a = 5; Density = 23; SurfaceArea = 43.30127018922193
Tetrahedron: a = 27; Density = 6; SurfaceArea = 1262.6650387177115
Sphere: r = 26; Density = 14; SurfaceArea = 8494.8665353068
Sphere: r = 9; Density = 2; SurfaceArea = 1017.8760197630929
Tetrahedron: a = 9; Density = 24; SurfaceArea = 140.29611541307906
Tetrahedron: a = 19; Density = 13; SurfaceArea = 625.2703415323647
Parallelepiped: a = 26, b = 4, c = 3; Density = 4; SurfaceArea = 388.0
Parallelepiped: a = 12, b = 14, c = 6; Density = 21; SurfaceArea = 648.0
Tetrahedron: a = 25; Density = 23; SurfaceArea = 1082.5317547305483
Parallelepiped: a = 8, b = 19, c = 13; Density = 10; SurfaceArea = 1006.0
Sphere: r = 27; Density = 15; SurfaceArea = 9160.884177867836
Sphere: r = 10; Density = 27; SurfaceArea = 1256.6370614359173
Tetrahedron: a = 6; Density = 25; SurfaceArea = 62.35382907247958
Parallelepiped: a = 17, b = 16, c = 21; Density = 20; SurfaceArea = 1930.0
Parallelepiped: a = 4, b = 6, c = 15; Density = 10; SurfaceArea = 348.0
Tetrahedron: a = 29; Density = 8; SurfaceArea = 1456.6547291654258
Tetrahedron: a = 15; Density = 17; SurfaceArea = 389.71143170299734
Sphere: r = 4; Density = 26; SurfaceArea = 201.06192982974676
Parallelepiped: a = 9, b = 8, c = 24; Density = 17; SurfaceArea = 960.0
Tetrahedron: a = 17; Density = 25; SurfaceArea = 500.5626833874055
Parallelepiped: a = 22, b = 14, c = 21; Density = 3; SurfaceArea = 2128.0
Tetrahedron: a = 19; Density = 26; SurfaceArea = 625.2703415323647
Parallelepiped: a = 6, b = 24, c = 19; Density = 4; SurfaceArea = 1428.0
Sphere: r = 5; Density = 14; SurfaceArea = 314.1592653589793
Sphere: r = 11; Density = 26; SurfaceArea = 1520.53084433746
Sphere: r = 23; Density = 23; SurfaceArea = 6647.610054996002
Parallelepiped: a = 5, b = 21, c = 6; Density = 25; SurfaceArea = 522.0
Sphere: r = 14; Density = 12; SurfaceArea = 2463.0086404143976
Sphere: r = 29; Density = 13; SurfaceArea = 10568.317686676064
Tetrahedron: a = 23; Density = 1; SurfaceArea = 916.2548772039361
Parallelepiped: a = 13, b = 6, c = 13; Density = 9; SurfaceArea = 650.0
Tetrahedron: a = 6; Density = 4; SurfaceArea = 62.35382907247958
Parallelepiped: a = 28, b = 9, c = 18; Density = 5; SurfaceArea = 1836.0
Sphere: r = 14; Density = 24; SurfaceArea = 2463.0086404143976
Sphere: r = 2; Density = 13; SurfaceArea = 50.26548245743669
Tetrahedron: a = 9; Density = 9; SurfaceArea = 140.29611541307906
Sphere: r = 19; Density = 30; SurfaceArea = 4536.459791783661
Tetrahedron: a = 7; Density = 20; SurfaceArea = 84.87048957087498
Tetrahedron: a = 12; Density = 28; SurfaceArea = 249.4153162899183
Tetrahedron: a = 30; Density = 24; SurfaceArea = 1558.8457268119894
Tetrahedron: a = 4; Density = 1; SurfaceArea = 27.712812921102035
Tetrahedron: a = 4; Density = 17; SurfaceArea = 27.712812921102035
Sphere: r = 9; Density = 18; SurfaceArea = 1017.8760197630929
Parallelepiped: a = 1, b = 28, c = 17; Density = 6; SurfaceArea = 1042.0
Sphere: r = 21; Density = 9; SurfaceArea = 5541.769440932395
Sphere: r = 19; Density = 18; SurfaceArea = 4536.459791783661
Parallelepiped: a = 6, b = 10, c = 11; Density = 4; SurfaceArea = 472.0
Sphere: r = 20; Density = 13; SurfaceArea = 5026.548245743669
Parallelepiped: a = 2, b = 21, c = 11; Density = 10; SurfaceArea = 590.0
Sphere: r = 19; Density = 6; SurfaceArea = 4536.459791783661
Parallelepiped: a = 25, b = 6, c = 6; Density = 26; SurfaceArea = 672.0
Parallelepiped: a = 13, b = 23, c = 3; Density = 15; SurfaceArea = 814.0
Tetrahedron: a = 3; Density = 17; SurfaceArea = 15.588457268119894
Sphere: r = 16; Density = 21; SurfaceArea = 3216.990877275948
Tetrahedron: a = 1; Density = 24; SurfaceArea = 1.7320508075688772
Sphere: r = 16; Density = 13; SurfaceArea = 3216.990877275948
Sphere: r = 4; Density = 20; SurfaceArea = 201.06192982974676
Parallelepiped: a = 3, b = 25, c = 4; Density = 24; SurfaceArea = 374.0
Sphere: r = 23; Density = 12; SurfaceArea = 6647.610054996002
Tetrahedron: a = 26; Density = 11; SurfaceArea = 1170.866345916561
Parallelepiped: a = 29, b = 25, c = 6; Density = 17; SurfaceArea = 2098.0
Tetrahedron: a = 15; Density = 23; SurfaceArea = 389.71143170299734
Tetrahedron: a = 16; Density = 25; SurfaceArea = 443.40500673763256
Parallelepiped: a = 25, b = 16, c = 16; Density = 17; SurfaceArea = 2112.0
Parallelepiped: a = 7, b = 7, c = 28; Density = 1; SurfaceArea = 882.0
Parallelepiped: a = 1, b = 12, c = 5; Density = 14; SurfaceArea = 154.0
Tetrahedron: a = 10; Density = 2; SurfaceArea = 173.20508075688772
Tetrahedron: a = 4; Density = 26; SurfaceArea = 27.712812921102035
Sphere: r = 25; Density = 8; SurfaceArea = 7853.981633974483
Sphere: r = 23; Density = 24; SurfaceArea = 6647.610054996002
Tetrahedron: a = 12; Density = 18; SurfaceArea = 249.4153162899183
Tetrahedron: a = 27; Density = 17; SurfaceArea = 1262.6650387177115
Tetrahedron: a = 15; Density = 6; SurfaceArea = 389.71143170299734
Parallelepiped: a = 16, b = 27, c = 8; Density = 29; SurfaceArea = 1552.0
Tetrahedron: a = 26; Density = 27; SurfaceArea = 1170.866345916561
Tetrahedron: a = 29; Density = 6; SurfaceArea = 1456.6547291654258
Sphere: r = 25; Density = 11; SurfaceArea = 7853.981633974483
Tetrahedron: a = 18; Density = 21; SurfaceArea = 561.1844616523163
Sphere: r = 21; Density = 20; SurfaceArea = 5541.769440932395
Tetrahedron: a = 20; Density = 12; SurfaceArea = 692.8203230275509
Parallelepiped: a = 7, b = 14, c = 16; Density = 16; SurfaceArea = 868.0
Sphere: r = 27; Density = 13; SurfaceArea = 9160.884177867836
Parallelepiped: a = 28, b = 18, c = 27; Density = 22; SurfaceArea = 3492.0
Parallelepiped: a = 1, b = 23, c = 22; Density = 29; SurfaceArea = 1102.0
Parallelepiped: a = 16, b = 14, c = 28; Density = 5; SurfaceArea = 2128.0
Tetrahedron: a = 7; Density = 6; SurfaceArea = 84.87048957087498
Parallelepiped: a = 5, b = 30, c = 22; Density = 7; SurfaceArea = 1840.0
Parallelepiped: a = 19, b = 2, c = 16; Density = 12; SurfaceArea = 748.0
Parallelepiped: a = 5, b = 30, c = 5; Density = 14; SurfaceArea = 650.0
Parallelepiped: a = 13, b = 19, c = 14; Density = 3; SurfaceArea = 1390.0
Tetrahedron: a = 21; Density = 20; SurfaceArea = 763.8344061378748
Parallelepiped: a = 26, b = 16, c = 27; Density = 12; SurfaceArea = 3100.0
Parallelepiped: a = 18, b = 28, c = 6; Density = 29; SurfaceArea = 1560.0
Sphere: r = 21; Density = 4; SurfaceArea = 5541.769440932395
Tetrahedron: a = 23; Density = 4; SurfaceArea = 916.2548772039361
Sphere: r = 23; Density = 24; SurfaceArea = 6647.610054996002
Parallelepiped: a = 7, b = 3, c = 7; Density = 5; SurfaceArea = 182.0
Tetrahedron: a = 18; Density = 18; SurfaceArea = 561.1844616523163
Parallelepiped: a = 25, b = 22, c = 3; Density = 12; SurfaceArea = 1382.0
Tetrahedron: a = 2; Density = 2; SurfaceArea = 6.928203230275509
Tetrahedron: a = 29; Density = 29; SurfaceArea = 1456.6547291654258
Tetrahedron: a = 22; Density = 3; SurfaceArea = 838.3125908633366
Sphere: r = 15; Density = 1; SurfaceArea = 2827.4333882308138
Parallelepiped: a = 12, b = 29, c = 28; Density = 9; SurfaceArea = 2992.0
Parallelepiped: a = 9, b = 1, c = 9; Density = 28; SurfaceArea = 198.0
Sphere: r = 13; Density = 20; SurfaceArea = 2123.7166338267
Sphere: r = 23; Density = 5; SurfaceArea = 6647.610054996002
Parallelepiped: a = 10, b = 11, c = 21; Density = 10; SurfaceArea = 1102.0
Parallelepiped: a = 3, b = 9, c = 11; Density = 3; SurfaceArea = 318.0
Sphere: r = 4; Density = 28; SurfaceArea = 201.06192982974676
Parallelepiped: a = 25, b = 4, c = 15; Density = 3; SurfaceArea = 1070.0
Tetrahedron: a = 1; Density = 4; SurfaceArea = 1.7320508075688772
Sphere: r = 30; Density = 26; SurfaceArea = 11309.733552923255
Tetrahedron: a = 20; Density = 18; SurfaceArea = 692.8203230275509
Parallelepiped: a = 12, b = 30, c = 7; Density = 12; SurfaceArea = 1308.0
Parallelepiped: a = 17, b = 15, c = 21; Density = 30; SurfaceArea = 1854.0
Tetrahedron: a = 16; Density = 15; SurfaceArea = 443.40500673763256
Sphere: r = 15; Density = 15; SurfaceArea = 2827.4333882308138
Tetrahedron: a = 5; Density = 2; SurfaceArea = 43.30127018922193
Sphere: r = 1; Density = 25; SurfaceArea = 12.566370614359172
Sphere: r = 7; Density = 10; SurfaceArea = 615.7521601035994
Sphere: r = 19; Density = 11; SurfaceArea = 4536.459791783661
Sphere: r = 29; Density = 28; SurfaceArea = 10568.317686676064
Sphere: r = 22; Density = 20; SurfaceArea = 6082.12337734984
Tetrahedron: a = 4; Density = 14; SurfaceArea = 27.712812921102035
Sphere: r = 10; Density = 16; SurfaceArea = 1256.6370614359173
Tetrahedron: a = 13; Density = 9; SurfaceArea = 292.71658647914023
Sphere: r = 13; Density = 21; SurfaceArea = 2123.7166338267
Tetrahedron: a = 18; Density = 27; SurfaceArea = 561.1844616523163
Sphere: r = 12; Density = 22; SurfaceArea = 1809.5573684677208
Sphere: r = 19; Density = 24; SurfaceArea = 4536.459791783661
Sphere: r = 11; Density = 14; SurfaceArea = 1520.53084433746
Parallelepiped: a = 26, b = 3, c = 19; Density = 11; SurfaceArea = 1258.0
Tetrahedron: a = 23; Density = 1; SurfaceArea = 916.2548772039361
Parallelepiped: a = 5, b = 3, c = 9; Density = 30; SurfaceArea = 174.0
Parallelepiped: a = 3, b = 16, c = 13; Density = 28; SurfaceArea = 590.0
Sphere: r = 6; Density = 19; SurfaceArea = 452.3893421169302
Parallelepiped: a = 9, b = 11, c = 7; Density = 10; SurfaceArea = 478.0
Sphere: r = 9; Density = 12; SurfaceArea = 1017.8760197630929
Parallelepiped: a = 16, b = 5, c = 25; Density = 4; SurfaceArea = 1210.0
Parallelepiped: a = 19, b = 1, c = 21; Density = 27; SurfaceArea = 878.0
Tetrahedron: a = 10; Density = 19; SurfaceArea = 173.20508075688772
Tetrahedron: a = 5; Density = 21; SurfaceArea = 43.30127018922193
Tetrahedron: a = 20; Density = 27; SurfaceArea = 692.8203230275509
Parallelepiped: a = 17, b = 1, c = 10; Density = 11; SurfaceArea = 394.0
Sphere: r = 1; Density = 22; SurfaceArea = 12.566370614359172
Sphere: r = 1; Density = 18; SurfaceArea = 12.566370614359172
Sphere: r = 22; Density = 8; SurfaceArea = 6082.12337734984
Tetrahedron: a = 10; Density = 18; SurfaceArea = 173.20508075688772
Sphere: r = 18; Density = 24; SurfaceArea = 4071.5040790523717
Tetrahedron: a = 7; Density = 23; SurfaceArea = 84.87048957087498
Sphere: r = 26; Density = 27; SurfaceArea = 8494.8665353068
Sphere: r = 16; Density = 26; SurfaceArea = 3216.990877275948
Sphere: r = 21; Density = 28; SurfaceArea = 5541.769440932395
Parallelepiped: a = 10, b = 21, c = 26; Density = 23; SurfaceArea = 2032.0
Sphere: r = 4; Density = 30; SurfaceArea = 201.06192982974676
Tetrahedron: a = 11; Density = 30; SurfaceArea = 209.57814771583415
Sphere: r = 9; Density = 19; SurfaceArea = 1017.8760197630929
Sphere: r = 4; Density = 11; SurfaceArea = 201.06192982974676
Parallelepiped: a = 11, b = 4, c = 23; Density = 16; SurfaceArea = 778.0
Sphere: r = 20; Density = 22; SurfaceArea = 5026.548245743669
Tetrahedron: a = 9; Density = 21; SurfaceArea = 140.29611541307906
Tetrahedron: a = 3; Density = 16; SurfaceArea = 15.588457268119894
Tetrahedron: a = 30; Density = 4; SurfaceArea = 1558.8457268119894
Tetrahedron: a = 25; Density = 20; SurfaceArea = 1082.5317547305483
Sphere: r = 20; Density = 17; SurfaceArea = 5026.548245743669
Sphere: r = 6; Density = 12; SurfaceArea = 452.3893421169302
Sphere: r = 22; Density = 30; SurfaceArea = 6082.12337734984
Sphere: r = 21; Density = 12; SurfaceArea = 5541.769440932395
Tetrahedron: a = 19; Density = 1; SurfaceArea = 625.2703415323647
Tetrahedron: a = 21; Density = 13; SurfaceArea = 763.8344061378748
Parallelepiped: a = 5, b = 12, c = 15; Density = 3; SurfaceArea = 630.0
Tetrahedron: a = 14; Density = 3; SurfaceArea = 339.4819582834999
Tetrahedron: a = 28; Density = 20; SurfaceArea = 1357.9278331339997
Parallelepiped: a = 27, b = 6, c = 5; Density = 19; SurfaceArea = 654.0
Tetrahedron: a = 22; Density = 16; SurfaceArea = 838.3125908633366
Parallelepiped: a = 16, b = 9, c = 5; Density = 10; SurfaceArea = 538.0
Parallelepiped: a = 5, b = 21, c = 9; Density = 12; SurfaceArea = 678.0
Parallelepiped: a = 13, b = 13, c = 16; Density = 24; SurfaceArea = 1170.0
Parallelepiped: a = 30, b = 19, c = 28; Density = 22; SurfaceArea = 3884.0
Tetrahedron: a = 12; Density = 29; SurfaceArea = 249.4153162899183
Parallelepiped: a = 6, b = 25, c = 8; Density = 30; SurfaceArea = 796.0
Tetrahedron: a = 8; Density = 28; SurfaceArea = 110.85125168440814
Parallelepiped: a = 25, b = 24, c = 3; Density = 11; SurfaceArea = 1494.0
Parallelepiped: a = 12, b = 5, c = 7; Density = 17; SurfaceArea = 358.0
Parallelepiped: a = 30, b = 29, c = 18; Density = 30; SurfaceArea = 3864.0
